Gene name,Function
FAM89A,Lymphatic EC differentiating marker
TNFRSF25,Lymphatic EC differentiating marker
DOCK9,Lymphatic EC differentiating marker
TM4SF1,Lymphatic EC differentiating marker
TMEM255B,Lymphatic EC differentiating marker
IPO11,Lymphatic EC differentiating marker
MYZAP,Lymphatic EC differentiating marker
ALNT15,Lymphatic EC differentiating marker
AMP2,Lymphatic EC differentiating marker
NF152,Lymphatic EC differentiating marker
FAM43A,Lymphatic EC differentiating marker
AC245595.1,Lymphatic EC differentiating marker
ADGRL4,Lymphatic EC differentiating marker
ADAMTS9,Lymphatic EC differentiating marker
SHANK3,Lymphatic EC differentiating marker
SMAD9,Lymphatic EC differentiating marker
ADGRF5,Lymphatic EC differentiating marker
PR146,Lymphatic EC differentiating marker
EP89,Lymphatic EC differentiating marker
MAFF,Lymphatic EC differentiating marker
ATA2,Lymphatic EC differentiating marker
ALNT18,Lymphatic EC differentiating marker
LRRC8C,Lymphatic EC differentiating marker
LU,Lymphatic EC differentiating marker
KALRN,Lymphatic EC differentiating marker
ADCY4,Lymphatic EC differentiating marker
AB11A,Lymphatic EC differentiating marker
ITGA6,Lymphatic EC differentiating marker
NLGN4Y,Lymphatic EC differentiating marker
EGFL7,Lymphatic EC differentiating marker
TSTA3,Lymphatic EC differentiating marker
HECW2,Lymphatic EC differentiating marker
EP135,Lymphatic EC differentiating marker
FRMD4B,Lymphatic EC differentiating marker
KIAA0825,Lymphatic EC differentiating marker
MPP5,Lymphatic EC differentiating marker
PGR,Lymphatic EC differentiating marker
BRPF3,Lymphatic EC differentiating marker
SOWAHC,Lymphatic EC differentiating marker
HSPA6,Lymphatic EC differentiating marker
FLI1,Lymphatic EC differentiating marker
OMT,Lymphatic EC differentiating marker
4ORF48,Lymphatic EC differentiating marker
FABP4,Lymphatic EC mature marker
TFF3,Lymphatic EC mature marker
L21,Lymphatic EC mature marker
ELN-1,Lymphatic EC mature marker
ARL4A,Lymphatic EC mature marker
ANGPT2,Lymphatic EC mature marker
STAB2,Lymphatic EC mature marker
6ORF141,Lymphatic EC mature marker
PROX1,Lymphatic EC mature marker
TBX1,Lymphatic EC mature marker
MRC1,Lymphatic EC mature marker
SCN3B,Lymphatic EC mature marker
LYVE1,Lymphatic EC mature marker
SMAD1,Lymphatic EC mature marker
KLF6,Lymphatic EC mature marker
FLT4,Lymphatic EC mature marker
SEMA3A,Lymphatic EC mature marker
PM6A,Lymphatic EC mature marker
MMRN1,Lymphatic EC mature marker
KBTBD11,Lymphatic EC mature marker
NKSR3,Lymphatic EC mature marker
WFS1,Lymphatic EC mature marker
L14,Lymphatic EC mature marker
FAM189A2,Lymphatic EC mature marker
FABP5,Lymphatic EC mature marker
PARD6G,Lymphatic EC mature marker
BACE2,Lymphatic EC mature marker
D36,Lymphatic EC mature marker
TC2N,Lymphatic EC mature marker
PKHD1L1,Lymphatic EC mature marker
TM4SF18,Lymphatic EC mature marker
AKAP12,Lymphatic EC mature marker
DSP,Lymphatic EC mature marker
TFPI,Lymphatic EC mature marker
ELK3,Lymphatic EC mature marker
LAPTM5,Lymphatic EC mature marker
SLC38A1,Lymphatic EC mature marker
IGFBP7,Lymphatic EC mature marker
ARL6IP1,Lymphatic EC mature marker
SLCO2B1,Lymphatic EC mature marker
NRP2,Lymphatic EC mature marker
TLE1,Lymphatic EC mature marker
SEMA3D,Lymphatic EC mature marker
DHODH,Lymphatic EC mature marker
SHC1,Lymphatic EC mature marker
SULF2,Lymphatic EC mature marker
PCDH12,Lymphatic EC mature marker
EFNA5,Lymphatic EC mature marker
ARRDC2,Lymphatic EC mature marker
NTNAP3B,Lymphatic EC mature marker
PECAM1,Lymphatic EC mature marker
ASGRP3,Lymphatic EC mature marker
VAV3,Lymphatic EC mature marker
FAM174B,Lymphatic EC mature marker
ACKR3,Lymphatic EC mature marker
AP,Lymphatic EC mature marker
PDE2A,Lymphatic EC mature marker
PRC5B,Lymphatic EC mature marker
DLL4,Lymphatic EC mature marker
VWF,Lymphatic EC mature marker
17ORF67,Lymphatic EC mature marker
UGP2,Lymphatic EC mature marker
D93,Lymphatic EC mature marker
ASSF9,Lymphatic EC mature marker
NOVA2,Lymphatic EC mature marker
SYNM,Lymphatic EC mature marker
EXO2,Lymphatic EC mature marker
TLL1,Lymphatic EC mature marker
ERRFI1,Lymphatic EC mature marker
XORF36,Lymphatic EC mature marker
PROCR,Lymphatic EC mature marker
LRRC1,Lymphatic EC mature marker
SH3TC1,Lymphatic EC mature marker
MAFF,Lymphatic EC mature marker
PPFIBP1,Lymphatic EC mature marker
BLCAP,Lymphatic EC mature marker
MGST2,Lymphatic EC mature marker
LEC14A,Lymphatic EC mature marker
ZNF521,Lymphatic EC mature marker
PCDH17,Lymphatic EC mature marker
EGFL7,Lymphatic EC mature marker
SOX18,Lymphatic EC mature marker
SH3BGRL2,Lymphatic EC mature marker
DH5,Lymphatic EC mature marker
PTX3,Lymphatic EC mature marker
AB11FIP1,Lymphatic EC mature marker
KS2,Lymphatic EC mature marker
PODXL,Lymphatic EC mature marker
ADM,Lymphatic EC mature marker
STAB1,Lymphatic EC mature marker
BTBD3,Lymphatic EC mature marker
TIE1,Lymphatic EC mature marker
LIMS1,Lymphatic EC mature marker
NG11,Lymphatic EC mature marker
BMP2K,Lymphatic EC mature marker
STXBP6,Lymphatic EC mature marker
SH2D3C,Lymphatic EC mature marker
ST6GALNAC3,Lymphatic EC mature marker
PRSS23,Lymphatic EC mature marker
F8,Lymphatic EC mature marker
FOXP2,Lymphatic EC mature marker
MCTP1,Lymphatic EC mature marker
MARCKSL1,Lymphatic EC mature marker
ALCRL,Lymphatic EC mature marker
IMAP5,Lymphatic EC mature marker
TEK,Lymphatic EC mature marker
EFEMP1,Lymphatic EC mature marker
PGM5,Lymphatic EC mature marker
STON2,Lymphatic EC mature marker
USHBP1,Lymphatic EC mature marker
IMAP8,Lymphatic EC mature marker
LDN5,Lymphatic EC mature marker
ATP5F1E,Lymphatic EC mature marker
ARHGAP29,Lymphatic EC mature marker
DOCK5,Lymphatic EC mature marker
LU,Lymphatic EC mature marker
ERICH1,Lymphatic EC mature marker
LGALS9,Lymphatic EC mature marker
S100A10,Lymphatic EC mature marker
DK2AP1,Lymphatic EC mature marker
KDR,Lymphatic EC mature marker
EGLN3,Lymphatic EC mature marker
PLCXD3,Lymphatic EC mature marker
EDNRB,Lymphatic EC mature marker
DOCK9,Lymphatic EC mature marker
PR146,Lymphatic EC mature marker
PTPRB,Lymphatic EC mature marker
HLA-DRB1,Lymphatic EC mature marker
NMT2,Lymphatic EC mature marker
ADGRF5,Lymphatic EC mature marker
BCAM,Lymphatic EC mature marker
POLR2L,Lymphatic EC mature marker
TAL1,Lymphatic EC mature marker
PDE4B,Lymphatic EC mature marker
MYCT1,Lymphatic EC mature marker
LMO2,Lymphatic EC mature marker
PPP1R2,Lymphatic EC mature marker
SHANK3,Lymphatic EC mature marker
ACR2B,Lymphatic EC mature marker
AV1,Lymphatic EC mature marker
IPC2,Lymphatic EC mature marker
NTAN1,Lymphatic EC mature marker
EFNB2,Lymphatic EC mature marker
TMEM218,Lymphatic EC mature marker
AMP2,Lymphatic EC mature marker
LYN,Lymphatic EC mature marker
IMAP1,Lymphatic EC mature marker
NA14,Lymphatic EC mature marker
MFG,Lymphatic EC mature marker
TMEM255B,Lymphatic EC mature marker
INO80C,Lymphatic EC mature marker
DC167,Lymphatic EC mature marker
PLD1,Lymphatic EC mature marker
ALNT18,Lymphatic EC mature marker
ENPW,Lymphatic EC mature marker
TMEM161B-AS1,Lymphatic EC mature marker
FAM131A,Lymphatic EC mature marker
ITGA6,Lymphatic EC mature marker
FLI1,Lymphatic EC mature marker
HLA-DRB5,Lymphatic EC mature marker
OTL1,Lymphatic EC mature marker
TXNL4B,Lymphatic EC mature marker
D9,Lymphatic EC mature marker
PRKAR1B,Lymphatic EC mature marker
4ORF48,Lymphatic EC mature marker
PTPRE,Lymphatic EC mature marker
ADGRL4,Lymphatic EC mature marker
STMN1,Lymphatic EC mature marker
ECSCR,Lymphatic EC mature marker
TM4SF1,Lymphatic EC mature marker
HSPH1,Lymphatic EC mature marker
SMTN,Lymphatic EC mature marker
SPHK1,Lymphatic EC mature marker
NRN1,Lymphatic EC mature marker
1QA,Macrophages marker
1QB,Macrophages marker
LAPTM5,Macrophages marker
TSD,Macrophages marker
PNMB,Macrophages marker
D68,Macrophages marker
LUL,Macrophages marker
STB,Macrophages marker
APOC1,Macrophages marker
XCR4,Macrophages marker
FTL,Macrophages marker
MRC1,Macrophages marker
PTPRC,Macrophages marker
LIPA,Macrophages marker
SLCO2B1,Macrophages marker
HLA-DMB,Macrophages marker
TSS,Macrophages marker
SLC1A3,Macrophages marker
YCS,Macrophages marker
D14,Macrophages marker
PTK2B,Macrophages marker
MFSD1,Macrophages marker
ACP5,Macrophages marker
HCST,Macrophages marker
S1,Macrophages marker
HMOX1,Macrophages marker
TNFAIP2,Macrophages marker
PLAU,Macrophages marker
ASSF4,Macrophages marker
IER5,Macrophages marker
APOE,Macrophages marker
TSB,Macrophages marker
L3,Macrophages marker
VAMP8,Macrophages marker
TSZ,Macrophages marker
LIMD2,Macrophages marker
AP2B,Macrophages marker
SLC38A6,Macrophages marker
TDP2,Macrophages marker
D52,Macrophages marker
SLC26A11,Macrophages marker
ZNF330,Macrophages marker
SAT1,Macrophages marker
DDX52,Macrophages marker
SMARCD3,Macrophages marker
SDCCAG8,Macrophages marker
SLC43A2,Macrophages marker
SDC3,Macrophages marker
HLA-DQA1,Macrophages marker
MYO9B,Macrophages marker
HLA-DPB1,Macrophages marker
S10,Macrophages marker
HLA-DMA,Macrophages marker
PM,Macrophages marker
NPDA1,Macrophages marker
FMNL2,Macrophages marker
SLC18B1,Macrophages marker
AKR1B1,Macrophages marker
DUSP3,Macrophages marker
STAB1,Macrophages marker
APG,Macrophages marker
PLAUR,Macrophages marker
MAFG,Macrophages marker
ACSL1,Macrophages marker
DMXL2,Macrophages marker
TNFRSF14,Macrophages marker
LGMN,Macrophages marker
PIK3IP1,Macrophages marker
MGAT1,Macrophages marker
FKBP11,Macrophages marker
VEGFA,Macrophages marker
ABCC3,Macrophages marker
UPP1,Macrophages marker
YTH1,Macrophages marker
ARMCX6,Macrophages marker
TNFAIP8,Macrophages marker
ARRDC4,Macrophages marker
EVI2A,Macrophages marker
DDX27,Macrophages marker
YWHAH,Macrophages marker
TLR4,Macrophages marker
AA,Macrophages marker
MAP3K8,Macrophages marker
PLIN2,Macrophages marker
SLC46A3,Macrophages marker
ASAH1,Macrophages marker
AKIP1,Macrophages marker
BID,Macrophages marker
MBP,Macrophages marker
MKLR1,Macrophages marker
SLC48A1,Macrophages marker
TSPO,Macrophages marker
JPT1,Macrophages marker
NF144B,Macrophages marker
OP1,Macrophages marker
IL6R,Macrophages marker
NF13,Macrophages marker
MTMR10,Macrophages marker
DPH3,Macrophages marker
SH3BGRL3,Macrophages marker
SD1,Macrophages marker
ACE,Macrophages marker
ATG16L2,Macrophages marker
UNC93B1,Macrophages marker
1ORF131,Macrophages marker
H2AFY,Macrophages marker
MCOLN1,Macrophages marker
HLA-DRA,Macrophages marker
ATP6V1B2,Macrophages marker
LDB1,Macrophages marker
AKR1A1,Macrophages marker
HLA-DPA1,Macrophages marker
SMAP2,Macrophages marker
FAM214B,Macrophages marker
HLA-DOA,Macrophages marker
SLC39A8,Macrophages marker
PRKCB,Macrophages marker
LIPR1,Macrophages marker
TSC,Macrophages marker
MFNG,Macrophages marker
TXNDC17,Macrophages marker
NFKB1,Macrophages marker
HLA-DQB1,Macrophages marker
DK2AP2,Macrophages marker
ANKRD37,Macrophages marker
TMEM127,Macrophages marker
LACTB,Macrophages marker
MIR181A1HG,Macrophages marker
XCL16,Macrophages marker
MGAT4A,Macrophages marker
PFKFB3,Macrophages marker
P2RX7,Macrophages marker
BMF,Macrophages marker
UVRAG,Macrophages marker
TTYH3,Macrophages marker
ARHGAP4,Macrophages marker
NOP10,Macrophages marker
ARRDC1,Macrophages marker
YP27A1,Macrophages marker
K3,Macrophages marker
AP1B1,Macrophages marker
HBB,Macrophages marker
IITA,Macrophages marker
ME2,Macrophages marker
NAIP,Macrophages marker
PIAS1,Macrophages marker
OGFRL1,Macrophages marker
BLVRB,Macrophages marker
ARD19,Macrophages marker
PARL,Macrophages marker
APC,Macrophages marker
SGK1,Macrophages marker
DBI,Macrophages marker
9ORF72,Macrophages marker
OXLD1,Macrophages marker
LGALS9,Macrophages marker
ANKRD13D,Macrophages marker
HLA-DRB1,Macrophages marker
MTSS1,Macrophages marker
SPINT2,Macrophages marker
2-2,Macrophages marker
ARPC3,Macrophages marker
SYNGR2,Macrophages marker
LIMD1,Macrophages marker
DC5L,Macrophages marker
STK11IP,Macrophages marker
SH3TC1,Macrophages marker
IDH1,Macrophages marker
AP2S1,Macrophages marker
USPL1,Macrophages marker
KLHL12,Macrophages marker
MXD1,Macrophages marker
PECAM1,Macrophages marker
DENND4C,Macrophages marker
BMP2K,Macrophages marker
HD1L,Macrophages marker
IFFO1,Macrophages marker
AGTPBP1,Macrophages marker
ADA2,Macrophages marker
INIP,Macrophages marker
ATP5MF,Macrophages marker
NCBP2,Macrophages marker
LNS1A,Macrophages marker
ARRDC2,Macrophages marker
PARP12,Macrophages marker
TRIM25,Macrophages marker
KLF,Macrophages marker
TAGLN,Macrophages marker
IL4R,Macrophages marker
NR1H3,Macrophages marker
FABP5,Macrophages marker
DYRK4,Macrophages marker
TFRC,Macrophages marker
FNBP1,Macrophages marker
BHLHE40,Macrophages marker
ARL4C,Macrophages marker
SLC29A1,Macrophages marker
URM1,Macrophages marker
ARPC1B,Macrophages marker
SZT2,Macrophages marker
STK4,Macrophages marker
LPCAT3,Macrophages marker
TSA,Macrophages marker
PDXK,Macrophages marker
ACSF2,Macrophages marker
FAM49A,Macrophages marker
YBA,Macrophages marker
PR155,Macrophages marker
OTL1,Macrophages marker
MHENCR,Macrophages marker
TPSAB1,Mast cells marker
TPSB2,Mast cells marker
S1,Mast cells marker
YCS,Mast cells marker
PTPRC,Mast cells marker
D69,Mast cells marker
LAPTM5,Mast cells marker
S10,Mast cells marker
KRT19,Mast cells marker
A1BG,Mast cells marker
NR4A2,Mast cells marker
PHKG1,Mast cells marker
KNOP1,Mast cells marker
S2,Mast cells marker
D52,Mast cells marker
VAMP8,Mast cells marker
LIC1,Mast cells marker
HIST1H2BC,Mast cells marker
PHF20,Mast cells marker
SRGN,Mast cells marker
KS2,Mast cells marker
TNNBL1,Mast cells marker
SMIM3,Mast cells marker
PRMT9,Mast cells marker
OSGIN2,Mast cells marker
VEGFA,Mast cells marker
ATA2,Mast cells marker
EIF3K,Mast cells marker
ARMCX6,Mast cells marker
ARHGAP15,Mast cells marker
MICAL1,Mast cells marker
PPDPF,Mast cells marker
KLF,Mast cells marker
HIST1H1C,Mast cells marker
LONP1,Mast cells marker
MED7,Mast cells marker
IL1RL1,Mast cells marker
DOK2,Mast cells marker
PLEKHO2,Mast cells marker
MZT1,Mast cells marker
PL22L1,Mast cells marker
YWHAH,Mast cells marker
BHLHE40,Mast cells marker
SLC16A3,Mast cells marker
ZNF318,Mast cells marker
MCTP1,Mast cells marker
NET1,Mast cells marker
NOP10,Mast cells marker
PPTC7,Mast cells marker
ZNRD1,Mast cells marker
HOPX,Mast cells marker
BICRA,Mast cells marker
DEDD2,Mast cells marker
TNFAIP3,Mast cells marker
PPP1R14B,Mast cells marker
FOS,Mast cells marker
T4,Mast cells marker
PLAUR,Mast cells marker
SLC2A3,Mast cells marker
AC103591.3,Mast cells marker
NR4A1,Mast cells marker
PLIN2,Mast cells marker
1QA,Mast cells marker
BABAM2,Mast cells marker
SFTPB,Mast cells marker
HIST1H4J,Mast cells marker
DDIT4,Mast cells marker
JUNB,Mast cells marker
ZNF331,Mast cells marker
MND5A,Mast cells marker
AP1S2,Mast cells marker
EEF1B2,Mast cells marker
LUL,Mast cells marker
LDHA,Mast cells marker
LAT,Mast cells marker
DBI,Mast cells marker
ABCE1,Mast cells marker
JPT1,Mast cells marker
EIF4A3,Mast cells marker
MRPL33,Mast cells marker
SGK1,Mast cells marker
LSM5,Mast cells marker
ABRACL,Mast cells marker
HSPH1,Mast cells marker
IL18R1,Mast cells marker
HSPA8,Mast cells marker
ID2,Mast cells marker
ZFAS1,Mast cells marker
HORDC1,Mast cells marker
LU,Mast cells marker
OX7C,Mast cells marker
FDFT1,Mast cells marker
FXYD5,Mast cells marker
UBB,Mast cells marker
APDH,Mast cells marker
SLC26A11,Mast cells marker
PPP1R15A,Mast cells marker
MFAP1,Mast cells marker
S100A4,Mast cells marker
STXBP6,Mast cells marker
INSIG1,Mast cells marker
STK4,Mast cells marker
ITM2A,Mast cells marker
STAB1,Mast cells marker
POLR3D,Mast cells marker
MED24,Mast cells marker
ATP5F1E,Mast cells marker
1ORF56,Mast cells marker
ACP1,Mast cells marker
ARHGDIB,Mast cells marker
1ORF35,Mast cells marker
D14,Mast cells marker
SNHG8,Mast cells marker
FER,Mast cells marker
NEK6,Mast cells marker
D2,T cell lineage marker
S1,T cell lineage marker
DOK2,T cell lineage marker
KLRB1,T cell lineage marker
D52,T cell lineage marker
PTPRC,T cell lineage marker
YTIP,T cell lineage marker
IFNG,T cell lineage marker
TRBC1,T cell lineage marker
HCST,T cell lineage marker
DUSP2,T cell lineage marker
XCR4,T cell lineage marker
L5,T cell lineage marker
D69,T cell lineage marker
NKG7,T cell lineage marker
T4,T cell lineage marker
STK4,T cell lineage marker
AL118516.1,T cell lineage marker
MC1,T cell lineage marker
STK17A,T cell lineage marker
PARP8,T cell lineage marker
DC42SE2,T cell lineage marker
HSPA8,T cell lineage marker
L4,T cell lineage marker
HSPA6,T cell lineage marker
ACYBP,T cell lineage marker
AC103591.3,T cell lineage marker
KLRD1,T cell lineage marker
HORDC1,T cell lineage marker
LAPTM5,T cell lineage marker
HYPK,T cell lineage marker
WIPF1,T cell lineage marker
TSTD1,T cell lineage marker
SLC38A1,T cell lineage marker
HSPE1,T cell lineage marker
YCS,T cell lineage marker
BTG1,T cell lineage marker
TNFAIP8,T cell lineage marker
AC026979.2,T cell lineage marker
OCIAD2,T cell lineage marker
ARL4C,T cell lineage marker
DKN2C,T cell lineage marker
SOD1,T cell lineage marker
HSP90AA1,T cell lineage marker
LYAR,T cell lineage marker
UGP2,T cell lineage marker
AC025164.1,T cell lineage marker
NOT6L,T cell lineage marker
HSPD1,T cell lineage marker
KS2,T cell lineage marker
DDX21,T cell lineage marker
HOF,T cell lineage marker
AMD1,T cell lineage marker
BM8A,T cell lineage marker
NA13,T cell lineage marker
UBB,T cell lineage marker
HSPH1,T cell lineage marker
STK17B,T cell lineage marker
TF3A,T cell lineage marker
DNAJB1,T cell lineage marker
SPOCK2,T cell lineage marker
HMGB2,T cell lineage marker
BCAS2,T cell lineage marker
EML4,T cell lineage marker
STARD7,T cell lineage marker
DDIT4,T cell lineage marker
ADD45B,T cell lineage marker
IL7R,T cell lineage marker
ERN1,T cell lineage marker
FKBP4,T cell lineage marker
SRC2,T cell lineage marker
EM-1,T cell lineage marker
OA1,T cell lineage marker
AHSA1,T cell lineage marker
ARHGDIB,T cell lineage marker
TAF1D,T cell lineage marker
TCP1,T cell lineage marker
NG2-1,T cell lineage marker
TUBA1A,T cell lineage marker
DC167,T cell lineage marker
PRMT9,T cell lineage marker
SRSF7,T cell lineage marker
ARHGAP15,T cell lineage marker
TRA2B,T cell lineage marker
ARF6,T cell lineage marker
DNAJB4,T cell lineage marker
PPP1R15A,T cell lineage marker
AC058791.1,T cell lineage marker
SLC2A3,T cell lineage marker
NR4A2,T cell lineage marker
SMAP2,T cell lineage marker
APOLD1,T cell lineage marker
HSPA1A,T cell lineage marker
NSMCE3,T cell lineage marker
YBA,T cell lineage marker
SNHG15,T cell lineage marker
HIST1H1C,T cell lineage marker
DEDD2,T cell lineage marker
1ORF56,T cell lineage marker
LIMD2,T cell lineage marker
TC2N,T cell lineage marker
LRRC57,T cell lineage marker
ARPC3,T cell lineage marker
ARAP2,T cell lineage marker
SENP7,T cell lineage marker
IL32,T cell lineage marker
S10,T cell lineage marker
IER2,T cell lineage marker
S2,T cell lineage marker
UBC,T cell lineage marker
ZFAND2A,T cell lineage marker
SRGN,T cell lineage marker
BIRC3,T cell lineage marker
TNFAIP3,T cell lineage marker
PS21,T cell lineage marker
SNHG8,T cell lineage marker
ELF1-1,T cell lineage marker
H2AFZ,T cell lineage marker
LEPROTL1,T cell lineage marker
HSPA1B,T cell lineage marker
PL30,T cell lineage marker
XYLT1,T cell lineage marker
YWHAH,T cell lineage marker
LINC00623,T cell lineage marker
ATG16L1,T cell lineage marker
KMT2E-AS1,T cell lineage marker
SFI1,T cell lineage marker
ITM2A,T cell lineage marker
ISG20,T cell lineage marker
ATF7IP2,T cell lineage marker
WBP11,T cell lineage marker
ANXA1,T cell lineage marker
YTOR,T cell lineage marker
PTP4A1,T cell lineage marker
UXT,T cell lineage marker
PPP1R2,T cell lineage marker
VAMP8,T cell lineage marker
MBP,T cell lineage marker
MALT1,T cell lineage marker
FAM107B,T cell lineage marker
JAK3,T cell lineage marker
ADD45G,T cell lineage marker
ETS1,T cell lineage marker
PS15A,T cell lineage marker
DYRK2,T cell lineage marker
MHENCR,T cell lineage marker
ID3,T cell lineage marker
OTL1,T cell lineage marker
DNAJA1,T cell lineage marker
TLE4,T cell lineage marker
AZIN1,T cell lineage marker
DC42SE1,T cell lineage marker
EPB41,T cell lineage marker
MFG,T cell lineage marker
ANXA2R,T cell lineage marker
SS18L2,T cell lineage marker
FRMD8,T cell lineage marker
TFF3,Unknown marker
L14,Unknown marker
D36,Unknown marker
FLT4,Unknown marker
PIHBP1,Unknown marker
TM4SF18,Unknown marker
ELN-1,Unknown marker
FABP5,Unknown marker
6ORF141,Unknown marker
FABP4,Unknown marker
NPR3,Unknown marker
STAB2,Unknown marker
PKHD1L1,Unknown marker
PM6A,Unknown marker
DYSF,Unknown marker
ACKR1,Unknown marker
NTNAP3B,Unknown marker
VAV3,Unknown marker
M2L,Unknown marker
SLC38A1,Unknown marker
TBX1,Unknown marker
IMAP5,Unknown marker
L23,Unknown marker
LEC3B,Unknown marker
PARD6G,Unknown marker
D93,Unknown marker
LYVE1,Unknown marker
HHEX,Unknown marker
MRC1,Unknown marker
SCN3B,Unknown marker
PTPRB,Unknown marker
XORF36,Unknown marker
MCF2L,Unknown marker
THBD,Unknown marker
LRRC1,Unknown marker
PDE2A,Unknown marker
SH2D3C,Unknown marker
IDO1,Unknown marker
PALMD,Unknown marker
ART4,Unknown marker
DLL4,Unknown marker
OBO4,Unknown marker
VWF,Unknown marker
FCN3,Unknown marker
PODXL,Unknown marker
NOVA2,Unknown marker
TEK,Unknown marker
SEMA3A,Unknown marker
FLT1,Unknown marker
AFAP1L1,Unknown marker
ADCY4,Unknown marker
S5,Unknown marker
ALNT15,Unknown marker
MMRN1,Unknown marker
LEC14A,Unknown marker
DOCK5,Unknown marker
VIPR1,Unknown marker
EMCN,Unknown marker
ST6GALNAC3,Unknown marker
D34,Unknown marker
NF144B,Unknown marker
PROX1,Unknown marker
TIE1,Unknown marker
STXBP6,Unknown marker
EDN1,Unknown marker
ITGA6,Unknown marker
ASRGL1,Unknown marker
TLL1,Unknown marker
ADGRF5,Unknown marker
ACE,Unknown marker
LAPTM5,Unknown marker
PR146,Unknown marker
ARAP3,Unknown marker
PREX1,Unknown marker
AMP3,Unknown marker
PLVAP,Unknown marker
IL7R,Unknown marker
AMP2,Unknown marker
LDN5,Unknown marker
DSP,Unknown marker
F8,Unknown marker
PCDH17,Unknown marker
TSPAN5,Unknown marker
AP,Unknown marker
LIMS2,Unknown marker
FGD5,Unknown marker
SOX18,Unknown marker
SHE,Unknown marker
BTNL9,Unknown marker
IMAP6,Unknown marker
MYCT1,Unknown marker
SEMA3F,Unknown marker
IL1RL1,Unknown marker
IMAP7,Unknown marker
ALNT18,Unknown marker
ESAM,Unknown marker
HECW2,Unknown marker
SERPINE1,Unknown marker
AQP1,Unknown marker
FLNB,Unknown marker
TSPAN7,Unknown marker
FAM189A2,Unknown marker
ADM,Unknown marker
IMAP8,Unknown marker
PRSS23,Unknown marker
STAB1,Unknown marker
USHBP1,Unknown marker
AGFG2,Unknown marker
TMEM100,Unknown marker
DH5,Unknown marker
LMO2,Unknown marker
TFPI,Unknown marker
ACR2B,Unknown marker
ATA2,Unknown marker
ANGPT2,Unknown marker
APGEF4,Unknown marker
NPR1,Unknown marker
HLA-DQA1,Unknown marker
FRY,Unknown marker
X3CL1,Unknown marker
HLA-DQB1,Unknown marker
TM4SF1,Unknown marker
IL3RA,Unknown marker
YYR1,Unknown marker
EFNB2,Unknown marker
ASSF9,Unknown marker
