Gene name,Function
COL14A1,Smooth muscle marker
ARL9,Smooth muscle marker
CD207,Smooth muscle marker
CTD-2531D15.4,Smooth muscle marker
OTC,Smooth muscle marker
SH2D6,Smooth muscle marker
PAEP,Smooth muscle marker
CCL11,Smooth muscle marker
CEROX1,Smooth muscle marker
ACTG2,Smooth muscle FAM83D+ marker
RP11-322E11.5,Smooth muscle FAM83D+ marker
MYOC,Smooth muscle FAM83D+ marker
TCL1A,Smooth muscle FAM83D+ marker
TRGV2,Smooth muscle FAM83D+ marker
DES,Smooth muscle FAM83D+ marker
SH2D6,Smooth muscle FAM83D+ marker
CTAG2,Smooth muscle FAM83D+ marker
LINC01638,Smooth muscle FAM83D+ marker
OTC,Smooth muscle FAM83D+ marker
CRLF2,Smooth muscle FAM83D+ marker
CD207,Smooth muscle FAM83D+ marker
KLK14,Smooth muscle FAM83D+ marker
NUGGC,Smooth muscle FAM83D+ marker
CDH19,Smooth muscle FAM83D+ marker
GPR182,Smooth muscle FAM83D+ marker
SMPX,Smooth muscle FAM83D+ marker
PGAM2,Smooth muscle FAM83D+ marker
TFF2,Smooth muscle FAM83D+ marker
BMP6,Smooth muscle FAM83D+ marker
STXBP5L,Smooth muscle FAM83D+ marker
TRH,Smooth muscle FAM83D+ marker
TNFSF11,Smooth muscle FAM83D+ marker
CLEC4O,Smooth muscle FAM83D+ marker
GPR25,Smooth muscle FAM83D+ marker
CTD-2531D15.4,Smooth muscle FAM83D+ marker
WNT2,Smooth muscle FAM83D+ marker
ALKAL1,Smooth muscle FAM83D+ marker
CNN1,Smooth muscle FAM83D+ marker
KRT1,Smooth muscle FAM83D+ marker
PI15,Subpleural fibroblasts marker
CD207,Subpleural fibroblasts marker
TPSG1,Subpleural fibroblasts marker
RBP5,Subpleural fibroblasts marker
HPD,Subpleural fibroblasts marker
RP11-501J20.5,Subpleural fibroblasts marker
CSDC2,Subpleural fibroblasts marker
SPIC,Subpleural fibroblasts marker
TNFSF11,Subpleural fibroblasts marker
HOXD9,Subpleural fibroblasts marker
GPR25,Subpleural fibroblasts marker
GPR182,Subpleural fibroblasts marker
GPC2,Subpleural fibroblasts marker
AMHR2,Subpleural fibroblasts marker
IGLC7,Subpleural fibroblasts marker
ITPRID1,Subpleural fibroblasts marker
LINC01829,Subpleural fibroblasts marker
KLK14,Subpleural fibroblasts marker
MSI1,Subpleural fibroblasts marker
LINC01393,Subpleural fibroblasts marker
RP11-322E11.5,Subpleural fibroblasts marker
CRLF2,Subpleural fibroblasts marker
NGF,Subpleural fibroblasts marker
KRT1,Subpleural fibroblasts marker
MPIG6B,Subpleural fibroblasts marker
SMPX,Subpleural fibroblasts marker
HSPB3,Subpleural fibroblasts marker
OTC,Subpleural fibroblasts marker
ST6GAL2,Subpleural fibroblasts marker
LAMC3,Subpleural fibroblasts marker
KRT19,Suprabasal marker
S100A2,Suprabasal marker
SERPINB3,Suprabasal marker
MT1X,Suprabasal marker
SLPI,Suprabasal marker
AQP3,Suprabasal marker
RPS19,Suprabasal marker
XIST,Suprabasal marker
C1R,Suprabasal marker
SAA1,Suprabasal marker
C1S,Suprabasal marker
TXN,Suprabasal marker
CCL2,Suprabasal marker
IGFBP3,Suprabasal marker
SFTPC,Suprabasal marker
GLUL,Suprabasal marker
TSPAN1,Suprabasal marker
MIA,Suprabasal marker
OTC,Suprabasal marker
KRT5,Suprabasal marker
FOSB,Suprabasal marker
RPLP0,Suprabasal marker
LINC01705,Suprabasal marker
ECRG4,Suprabasal marker
MT-ATP6,Suprabasal marker
RPS18,Suprabasal marker
DHRS9,Suprabasal marker
GSTP1,Suprabasal marker
CLDN4,Suprabasal marker
LYZ,Suprabasal marker
LINC01638,T cells proliferating marker
NFIA-AS2,T cells proliferating marker
OTC,T cells proliferating marker
SIGLEC6,T cells proliferating marker
VEGFD,T cells proliferating marker
KCNN2,T cells proliferating marker
KRT1,T cells proliferating marker
LRCOL1,T cells proliferating marker
CD207,T cells proliferating marker
GPR182,T cells proliferating marker
BRINP3,T cells proliferating marker
CTD-2531D15.4,T cells proliferating marker
KCNK17,T cells proliferating marker
AADACL2,T cells proliferating marker
GPC2,T cells proliferating marker
MPIG6B,T cells proliferating marker
SH2D6,T cells proliferating marker
PAEP,T cells proliferating marker
COMP,T cells proliferating marker
TPSG1,T cells proliferating marker
GREM2,T cells proliferating marker
ANKRD1,T cells proliferating marker
SEZ6L,T cells proliferating marker
CDK15,T cells proliferating marker
ITLN2,T cells proliferating marker
TFF2,T cells proliferating marker
APLN,T cells proliferating marker
TYRP1,T cells proliferating marker
RP11-501J20.5,T cells proliferating marker
TMEM200B,T cells proliferating marker
TPSG1,Tuft marker
CDK15,Tuft marker
SPIC,Tuft marker
GUCA1A,Tuft marker
NFIA-AS2,Tuft marker
PIMREG,Tuft marker
SH2D6,Tuft marker
MSI1,Tuft marker
LINC01638,Tuft marker
APLN,Tuft marker
MYOC,Tuft marker
RP11-322E11.5,Tuft marker
TNFSF11,Tuft marker
NTNG2,Tuft marker
CCL11,Tuft marker
SCT,Tuft marker
BRINP3,Tuft marker
CD207,Tuft marker
RAB3C,Tuft marker
RSPO1,Tuft marker
TEX45,Tuft marker
CRLF2,Tuft marker
JPH2,Tuft marker
TRGV2,Tuft marker
EGFLAM,Tuft marker
SMPX,Tuft marker
COMP,Tuft marker
LAMC3,Tuft marker
TYRP1,Tuft marker
CALHM3,Tuft marker
SFTPB,pre-TB secretory marker
SCGB3A2,pre-TB secretory marker
SCGB1A1,pre-TB secretory marker
SCGB3A1,pre-TB secretory marker
RNASE1,pre-TB secretory marker
SAA1,pre-TB secretory marker
CYB5A,pre-TB secretory marker
SSUH2,pre-TB secretory marker
CLU,pre-TB secretory marker
GPR182,pre-TB secretory marker
MPIG6B,pre-TB secretory marker
KLHDC8A,pre-TB secretory marker
GPR25,pre-TB secretory marker
CD1B,pre-TB secretory marker
CDH19,pre-TB secretory marker
HSPB3,pre-TB secretory marker
CRLF2,pre-TB secretory marker
TRGV2,pre-TB secretory marker
AADACL2,pre-TB secretory marker
CALN1,pre-TB secretory marker
RPS4Y1,pre-TB secretory marker
TYRP1,pre-TB secretory marker
LINC01638,pre-TB secretory marker
AMHR2,pre-TB secretory marker
EBF2,pre-TB secretory marker
MGP,pre-TB secretory marker
TNFSF11,pre-TB secretory marker
TFF2,pre-TB secretory marker
TEX41,pre-TB secretory marker
RSPO1,pre-TB secretory marker
